epoch,duration_accuracy,duration_loss,loss,pitch_accuracy,pitch_loss,velocity_accuracy,velocity_loss
31,0.82789016,0.4923712,2.9528277052727705,0.43372732,1.8359926,0.77318734,0.62455505
32,0.8295264,0.48637846,2.9246914156342956,0.43520924,1.8192338,0.7734498,0.61965376
33,0.83168244,0.48091295,2.886900513733818,0.4430563,1.795645,0.77730894,0.6103262
34,0.83329815,0.47393858,2.8628347742660023,0.44738886,1.7810364,0.7784976,0.60770935
35,0.83592755,0.4668557,2.8225165810857056,0.45417076,1.7565317,0.78098804,0.59920025
36,0.83724487,0.46180987,2.7902703221950933,0.45949644,1.7344917,0.7825266,0.5938763
37,0.83924645,0.46012098,2.77423984695724,0.4626404,1.7244112,0.784698,0.58986986
38,0.83978677,0.4548499,2.7420704172401265,0.46853727,1.7037414,0.78694665,0.58420414
39,0.84074384,0.44867015,2.7154092135520584,0.4731014,1.6881248,0.789504,0.5785485
40,0.84249336,0.4456927,2.6899355376033154,0.47724876,1.6723039,0.7908161,0.5724178
41,0.8452565,0.43900278,2.6620150847095934,0.4818026,1.6535534,0.7921025,0.5696856
42,0.8451845,0.43755022,2.6492071684215994,0.48455036,1.6453731,0.79249877,0.56659114
43,0.8460747,0.4337878,2.61791071049043,0.48991206,1.6245236,0.79515904,0.55956656
44,0.84863716,0.42799708,2.6000756978597295,0.49369922,1.6147366,0.7955964,0.5576222
45,0.84811234,0.42566162,2.5796600913446457,0.49741435,1.600482,0.79754144,0.5539901
46,0.8515599,0.421245,2.5542520854730757,0.5008619,1.583526,0.79900277,0.5499292
47,0.8530264,0.41453886,2.531602329104951,0.50396985,1.5704224,0.79955333,0.54691637
48,0.8525478,0.41484907,2.5165485694012513,0.50781876,1.5601523,0.80138004,0.5418575
49,0.8535924,0.41206887,2.4981270385323033,0.5109524,1.5493852,0.80333537,0.53659797
50,0.85470897,0.40838093,2.480841604633188,0.51408094,1.5378695,0.80454457,0.53470474
51,0.8563762,0.40475374,2.449859824515202,0.51949406,1.5184652,0.8068653,0.52677
52,0.8574773,0.40111542,2.4389242316260797,0.52253515,1.5088528,0.80608314,0.5293062
53,0.8590159,0.3963181,2.4200658651467317,0.52491754,1.5019299,0.8092631,0.52193314
54,0.85888207,0.3940206,2.3972680583698898,0.5292244,1.486244,0.8105804,0.51742744
55,0.8597414,0.39330262,2.387386414035566,0.53175604,1.4770231,0.80976737,0.51716655
56,0.86199516,0.3886513,2.372539611231289,0.53353643,1.4680369,0.81032825,0.5159857
57,0.86162466,0.3868847,2.3546539625997687,0.5365517,1.4567889,0.812088,0.5111177
58,0.8629419,0.38337874,2.3389093984494087,0.5390937,1.4496475,0.8140794,0.5064101
59,0.86336386,0.38353354,2.325710194187705,0.5431175,1.4357122,0.8142286,0.506647
